"Pre-order now","Pre-order now"
"Pre-order","Pre-order"
"Ships ~%s","Ships ~%s"
"Pre-order — ships ~%s","Pre-order — ships ~%s"
"Preorder","Preorder"
"Is Preorder","Is Preorder"
"Preorder Available Date","Preorder Available Date"
"Preorder Button Text","Preorder Button Text"
"Preorder Message","Preorder Message"
"Pre-order Now","Pre-order Now"
"All products available for pre-order. Reserve yours today.","All products available for pre-order. Reserve yours today."
